date;dem_yield2;dem_yield5;dem_yield10;dem_yield30;us_yield2;us_yield5;us_yield10;us_yield30;;;;
19/04/2012;0.124;0.65;1.691;2.367;0.2661;0.8432;1.9665;3.1208;;;;
20/04/2012;0.136;0.672;1.707;2.391;0.2642;0.8429;1.9629;3.124;;;;
23/04/2012;0.102;0.614;1.643;2.36;0.2581;0.8171;1.9349;3.0846;;;;
24/04/2012;0.127;0.664;1.697;2.41;0.2662;0.846;1.9735;3.1281;;;;
25/04/2012;0.121;0.692;1.74;2.439;0.2657;0.8395;1.984;3.1476;;;;
26/04/2012;0.092;0.627;1.682;2.392;0.2578;0.8223;1.9383;3.1176;;;;
27/04/2012;0.099;0.639;1.697;2.393;0.2578;0.8255;1.9348;3.1224;;;;
30/04/2012;0.076;0.599;1.662;2.358;0.2559;0.8079;1.9137;3.1111;;;;
01/05/2012;0.076;0.6;1.662;2.358;0.2657;0.8286;1.9435;3.146;;;;
02/05/2012;0.077;0.565;1.608;2.332;0.2618;0.8222;1.9277;3.1159;;;;
03/05/2012;0.085;0.581;1.611;2.335;0.2579;0.8221;1.9312;3.1184;;;;
04/05/2012;0.079;0.548;1.583;2.299;0.254;0.7837;1.8786;3.0709;;;;
07/05/2012;0.097;0.579;1.603;2.297;0.254;0.7772;1.8716;3.0598;;;;
08/05/2012;0.087;0.527;1.541;2.25;0.254;0.7612;1.8402;3.0336;;;;
09/05/2012;0.067;0.531;1.516;2.231;0.254;0.7547;1.8227;3.0249;;;;
10/05/2012;0.072;0.548;1.538;2.236;0.258;0.7579;1.867;3.0407;;;;
11/05/2012;0.088;0.545;1.515;2.198;0.258;0.7464;1.8376;3.0103;;;;
14/05/2012;0.061;0.504;1.456;2.116;0.262;0.7096;1.7637;2.9199;;;;
15/05/2012;0.069;0.513;1.469;2.134;0.274;0.7287;1.7671;2.9168;;;;
16/05/2012;0.068;0.523;1.468;2.137;0.2861;0.7414;1.7603;2.8989;;;;
17/05/2012;0.04;0.463;1.411;2.063;0.2942;0.7301;1.6971;2.7869;;;;
18/05/2012;0.048;0.487;1.424;2.083;0.2924;0.7476;1.7226;2.8064;;;;
21/05/2012;0.045;0.489;1.43;2.071;0.2864;0.7427;1.7414;2.8094;;;;
22/05/2012;0.058;0.514;1.467;2.093;0.2905;0.7571;1.7688;2.8665;;;;
23/05/2012;0.051;0.448;1.383;1.988;0.2892;0.7329;1.7346;2.8155;;;;
24/05/2012;0.063;0.469;1.39;1.971;0.297;0.783;1.7774;2.8719;;;;
25/05/2012;0.044;0.448;1.368;1.964;0.2853;0.759;1.738;2.8412;;;;
28/05/2012;0.027;0.427;1.363;1.952;0.2853;0.759;1.738;2.8412;;;;
29/05/2012;0.039;0.434;1.358;1.922;0.2892;0.7734;1.7448;2.8473;;;;
30/05/2012;0.007;0.372;1.267;1.814;0.2657;0.6887;1.622;2.7137;;;;
01/06/2012;0.01;0.326;1.172;1.666;0.2461;0.6202;1.452;2.5194;;;;
04/06/2012;0.01;0.355;1.207;1.696;0.25;0.6761;1.5239;2.5652;;;;
05/06/2012;0.007;0.375;1.206;1.701;0.25;0.6793;1.5744;2.642;;;;
06/06/2012;0.066;0.479;1.334;1.871;0.2619;0.7306;1.6592;2.738;;;;
07/06/2012;0.072;0.489;1.373;1.946;0.2658;0.7098;1.6388;2.7402;;;;
08/06/2012;0.04;0.444;1.328;1.9;0.2659;0.7115;1.6353;2.7454;;;;
11/06/2012;0.055;0.435;1.304;1.899;0.2659;0.6843;1.586;2.7083;;;;
12/06/2012;0.093;0.539;1.424;2.051;0.2899;0.7422;1.6642;2.7693;;;;
13/06/2012;0.124;0.583;1.487;2.181;0.29;0.702;1.5927;2.7083;;;;
14/06/2012;0.081;0.551;1.486;2.198;0.294;0.7375;1.642;2.7409;;;;
15/06/2012;0.066;0.509;1.436;2.09;0.2701;0.6716;1.5773;2.684;;;;
18/06/2012;0.023;0.467;1.41;2.078;0.2822;0.6813;1.5738;2.6606;;;;
19/06/2012;0.084;0.576;1.528;2.215;0.2903;0.7039;1.6197;2.7333;;;;
20/06/2012;0.148;0.659;1.613;2.276;0.3105;0.7524;1.6572;2.7356;;;;
21/06/2012;0.102;0.6;1.533;2.185;0.2985;0.7234;1.6162;2.6868;;;;
22/06/2012;0.133;0.64;1.58;2.245;0.3028;0.7543;1.6742;2.7616;;;;
25/06/2012;0.072;0.531;1.462;2.157;0.2947;0.7058;1.6024;2.6765;;;;
26/06/2012;0.097;0.563;1.504;2.229;0.307;0.722;1.6262;2.7;;;;
27/06/2012;0.123;0.625;1.566;2.282;0.309;0.7156;1.6177;2.6918;;;;
28/06/2012;0.103;0.573;1.512;2.264;0.3011;0.6878;1.5768;2.6757;;;;
29/06/2012;0.12;0.61;1.581;2.325;0.3011;0.7181;1.6449;2.7533;;;;
02/07/2012;0.096;0.565;1.518;2.298;0.2933;0.6735;1.5885;2.6962;;;;
03/07/2012;0.088;0.554;1.531;2.361;0.3013;0.6957;1.6294;2.7428;;;;
04/07/2012;0.07;0.482;1.452;2.288;0.3013;0.6957;1.6294;2.7428;;;;
05/07/2012;0.012;0.393;1.381;2.246;0.2856;0.6702;1.5969;2.716;;;;
06/07/2012;-0.013;0.339;1.326;2.174;0.2698;0.6429;1.5491;2.6616;;;;
09/07/2012;-0.005;0.34;1.32;2.17;0.2619;0.6253;1.5117;2.6209;;;;
11/07/2012;-0.018;0.325;1.27;2.152;0.2619;0.6412;1.5167;2.613;;;;
12/07/2012;-0.037;0.306;1.248;2.121;0.254;0.6235;1.4743;2.5614;;;;
13/07/2012;-0.045;0.307;1.258;2.127;0.238;0.6201;1.4876;2.5727;;;;
16/07/2012;-0.058;0.281;1.231;2.117;0.2259;0.5993;1.4724;2.5577;;;;
17/07/2012;-0.05;0.29;1.231;2.099;0.2379;0.6232;1.5078;2.6035;;;;
18/07/2012;-0.063;0.261;1.198;2.072;0.2219;0.6039;1.4942;2.597;;;;
19/07/2012;-0.056;0.277;1.216;2.09;0.2138;0.6087;1.5077;2.6128;;;;
20/07/2012;-0.077;0.238;1.166;2.058;0.2015;0.5748;1.4567;2.5448;;;;
23/07/2012;-0.066;0.273;1.174;2.071;0.2095;0.5571;1.4263;2.499;;;;
24/07/2012;-0.072;0.302;1.235;2.143;0.2135;0.5426;1.3875;2.4537;;;;
25/07/2012;-0.064;0.323;1.261;2.167;0.2151;0.5505;1.3975;2.453;;;;
26/07/2012;-0.053;0.352;1.32;2.196;0.2288;0.5921;1.4378;2.5031;;;;
27/07/2012;-0.032;0.416;1.397;2.261;0.2386;0.6511;1.5463;2.6277;;;;
30/07/2012;-0.083;0.37;1.374;2.251;0.2229;0.6112;1.5019;2.5809;;;;
31/07/2012;-0.094;0.303;1.284;2.124;0.2113;0.581;1.4679;2.5467;;;;
01/08/2012;-0.078;0.356;1.367;2.213;0.2271;0.6353;1.524;2.5973;;;;
02/08/2012;-0.092;0.264;1.225;2.064;0.2233;0.6114;1.4779;2.5537;;;;
03/08/2012;-0.024;0.425;1.422;2.238;0.2376;0.6644;1.5631;2.6435;;;;
06/08/2012;-0.062;0.38;1.394;2.222;0.2397;0.6517;1.5664;2.6537;;;;
07/08/2012;-0.033;0.447;1.483;2.313;0.2637;0.7048;1.6283;2.7207;;;;
08/08/2012;-0.055;0.393;1.42;2.252;0.2718;0.7258;1.6491;2.7505;;;;
09/08/2012;-0.06;0.392;1.433;2.268;0.272;0.7292;1.6881;2.7549;;;;
10/08/2012;-0.077;0.343;1.384;2.224;0.2606;0.7069;1.6573;2.7508;;;;
13/08/2012;-0.049;0.375;1.401;2.24;0.2648;0.707;1.6642;2.7523;;;;
14/08/2012;-0.038;0.422;1.467;2.303;0.275;0.7508;1.7378;2.8355;;;;
15/08/2012;-0.025;0.496;1.562;2.392;0.2853;0.8012;1.8155;2.9196;;;;
16/08/2012;-0.039;0.455;1.525;2.338;0.2915;0.8176;1.8346;2.9527;;;;
17/08/2012;-0.044;0.423;1.494;2.298;0.2862;0.7954;1.8105;2.9309;;;;
20/08/2012;-0.025;0.441;1.508;2.313;0.2824;0.7874;1.8053;2.9189;;;;
21/08/2012;0.003;0.485;1.556;2.36;0.2866;0.7875;1.7984;2.8997;;;;
22/08/2012;0.005;0.418;1.46;2.246;0.2585;0.6935;1.6916;2.8042;;;;
23/08/2012;-0.015;0.364;1.376;2.175;0.2587;0.6952;1.6779;2.7917;;;;
24/08/2012;-0.015;0.351;1.353;2.154;0.2674;0.7069;1.6865;2.8011;;;;
27/08/2012;-0.004;0.356;1.351;2.16;0.2635;0.6842;1.6506;2.76;;;;
28/08/2012;-0.015;0.35;1.34;2.147;0.2637;0.6762;1.6335;2.7469;;;;
29/08/2012;-0.002;0.382;1.38;2.17;0.2696;0.6779;1.6506;2.7646;;;;
30/08/2012;-0.04;0.317;1.321;2.107;0.2539;0.6632;1.6233;2.7446;;;;
31/08/2012;-0.037;0.333;1.333;2.112;0.2205;0.59;1.5484;2.6723;;;;
03/09/2012;-0.04;0.355;1.377;2.144;0.2205;0.59;1.5484;2.6723;;;;
04/09/2012;-0.035;0.353;1.39;2.155;0.2303;0.6138;1.5722;2.6821;;;;
05/09/2012;-0.017;0.384;1.478;2.246;0.2342;0.6218;1.596;2.7071;;;;
06/09/2012;0.032;0.471;1.558;2.349;0.2579;0.6777;1.6781;2.7987;;;;
07/09/2012;0.03;0.442;1.518;2.336;0.25;0.6442;1.6678;2.8245;;;;
10/09/2012;0.038;0.463;1.546;2.393;0.246;0.6378;1.6541;2.8057;;;;
11/09/2012;0.043;0.47;1.542;2.385;0.246;0.6634;1.7005;2.8529;;;;
12/09/2012;0.076;0.638;1.616;2.459;0.242;0.6907;1.7576;2.9215;;;;
13/09/2012;0.058;0.593;1.553;2.391;0.234;0.6426;1.723;2.9311;;;;
14/09/2012;0.101;0.707;1.705;2.532;0.25;0.7134;1.866;3.0884;;;;
17/09/2012;0.081;0.669;1.671;2.473;0.254;0.7183;1.8415;3.0359;;;;
18/09/2012;0.073;0.651;1.636;2.439;0.254;0.699;1.8083;3.0053;;;;
19/09/2012;0.066;0.639;1.621;2.448;0.2581;0.6829;1.7718;2.9604;;;;
20/09/2012;0.041;0.579;1.573;2.392;0.2581;0.6878;1.764;2.9441;;;;
21/09/2012;0.032;0.592;1.596;2.423;0.2581;0.6701;1.7528;2.9434;;;;
24/09/2012;0.038;0.568;1.558;2.401;0.2581;0.6508;1.7094;2.8959;;;;
25/09/2012;0.067;0.603;1.583;2.408;0.2622;0.6427;1.6662;2.845;;;;
26/09/2012;0.036;0.518;1.455;2.274;0.2578;0.6056;1.6095;2.7785;;;;
27/09/2012;0.039;0.532;1.457;2.265;0.25;0.6441;1.6542;2.8387;;;;
28/09/2012;0.018;0.509;1.441;2.252;0.2304;0.625;1.6335;2.823;;;;
01/10/2012;0.044;0.534;1.449;2.264;0.2343;0.6202;1.6249;2.8199;;;;
02/10/2012;0.039;0.53;1.455;2.3;0.2343;0.6139;1.6198;2.816;;;;
03/10/2012;0.029;0.513;1.446;2.292;0.2303;0.5995;1.6146;2.8183;;;;
04/10/2012;0.039;0.513;1.446;2.293;0.2421;0.6314;1.6732;2.8896;;;;
05/10/2012;0.055;0.564;1.52;2.365;0.2579;0.6746;1.7428;2.9712;;;;
08/10/2012;0.042;0.538;1.474;2.313;0.2579;0.6746;1.7428;2.9712;;;;
09/10/2012;0.037;0.53;1.473;2.316;0.2579;0.6602;1.7132;2.9257;;;;
10/10/2012;0.043;0.53;1.489;2.318;0.2599;0.649;1.6742;2.8784;;;;
11/10/2012;0.047;0.535;1.501;2.336;0.262;0.6586;1.6699;2.8506;;;;
12/10/2012;0.039;0.492;1.444;2.276;0.26;0.6587;1.656;2.8317;;;;
15/10/2012;0.05;0.515;1.472;2.323;0.258;0.6587;1.663;2.8451;;;;
16/10/2012;0.079;0.57;1.543;2.389;0.266;0.6909;1.7186;2.9153;;;;
17/10/2012;0.095;0.637;1.633;2.483;0.2942;0.7765;1.8185;3.0032;;;;
18/10/2012;0.109;0.642;1.632;2.469;0.2983;0.7863;1.8344;3.0189;;;;
19/10/2012;0.109;0.62;1.593;2.411;0.2945;0.7476;1.7633;2.9339;;;;
22/10/2012;0.12;0.639;1.617;2.441;0.3067;0.7883;1.8134;2.9705;;;;
23/10/2012;0.104;0.599;1.571;2.408;0.2865;0.7543;1.7572;2.9025;;;;
24/10/2012;0.078;0.568;1.555;2.41;0.2892;0.7576;1.7889;2.9494;;;;
25/10/2012;0.08;0.586;1.582;2.44;0.3108;0.8235;1.8233;2.9771;;;;
26/10/2012;0.048;0.531;1.536;2.404;0.297;0.7596;1.7451;2.9042;;;;
29/10/2012;0.027;0.484;1.457;2.321;0.2892;0.7388;1.7189;2.8826;;;;
30/10/2012;0.038;0.501;1.478;2.338;0.2892;0.739;1.7189;2.8826;;;;
31/10/2012;0.035;0.491;1.462;2.301;0.2814;0.7213;1.6901;2.8579;;;;
01/11/2012;0.016;0.477;1.454;2.281;0.2814;0.7372;1.7242;2.901;;;;
02/11/2012;0.003;0.46;1.449;2.267;0.2816;0.718;1.7147;2.9066;;;;
05/11/2012;-0.011;0.441;1.427;2.247;0.2737;0.7005;1.6841;2.8762;;;;
06/11/2012;-0.008;0.445;1.438;2.262;0.3015;0.7548;1.7507;2.9203;;;;
07/11/2012;-0.041;0.38;1.379;2.217;0.2698;0.6765;1.6466;2.8279;;;;
08/11/2012;-0.035;0.367;1.363;2.21;0.2579;0.6366;1.6148;2.7507;;;;
09/11/2012;-0.036;0.363;1.347;2.198;0.258;0.6395;1.6063;2.7408;;;;
12/11/2012;-0.038;0.362;1.343;2.204;0.258;0.6395;1.6063;2.7408;;;;
13/11/2012;-0.036;0.364;1.338;2.2;0.25;0.6235;1.5945;2.7247;;;;
14/11/2012;-0.025;0.368;1.341;2.218;0.246;0.6218;1.5911;2.727;;;;
15/11/2012;-0.032;0.357;1.338;2.237;0.242;0.6217;1.5928;2.7308;;;;
16/11/2012;-0.036;0.349;1.33;2.242;0.2379;0.6055;1.58;2.7324;;;;
19/11/2012;-0.024;0.368;1.355;2.251;0.2419;0.6311;1.6131;2.7631;;;;
20/11/2012;-0.002;0.42;1.417;2.303;0.254;0.6631;1.6659;2.8206;;;;
21/11/2012;0.007;0.439;1.43;2.324;0.2702;0.6791;1.6796;2.8198;;;;
23/11/2012;-0.005;0.438;1.435;2.352;0.2703;0.687;1.6899;2.8284;;;;
26/11/2012;-0.002;0.424;1.413;2.316;0.2663;0.666;1.6625;2.8018;;;;
27/11/2012;0.017;0.456;1.439;2.325;0.2602;0.645;1.6369;2.7847;;;;
28/11/2012;-0.015;0.386;1.368;2.269;0.2618;0.6288;1.6284;2.7979;;;;
30/11/2012;0.007;0.405;1.385;2.287;0.2461;0.617;1.6156;2.8089;;;;
03/12/2012;0.022;0.434;1.409;2.307;0.25;0.6234;1.6207;2.7987;;;;
04/12/2012;0.012;0.418;1.393;2.284;0.2421;0.6202;1.6028;2.777;;;;
06/12/2012;-0.05;0.304;1.295;2.215;0.2381;0.6011;1.5857;2.7739;;;;
07/12/2012;-0.08;0.289;1.294;2.237;0.2381;0.6186;1.6215;2.8104;;;;
10/12/2012;-0.075;0.3;1.305;2.238;0.2341;0.617;1.6164;2.7979;;;;
11/12/2012;-0.073;0.307;1.318;2.247;0.238;0.6346;1.6541;2.841;;;;
12/12/2012;-0.058;0.319;1.334;2.241;0.242;0.6522;1.698;2.8894;;;;
13/12/2012;-0.058;0.322;1.352;2.255;0.25;0.6956;1.7299;2.9054;;;;
14/12/2012;-0.045;0.329;1.347;2.235;0.234;0.6877;1.7015;2.864;;;;
17/12/2012;-0.013;0.362;1.372;2.261;0.25;0.7328;1.7717;2.9457;;;;
18/12/2012;-0.003;0.387;1.41;2.29;0.2779;0.762;1.817;2.9979;;;;
19/12/2012;-0.008;0.389;1.429;2.311;0.2739;0.7691;1.8014;2.9865;;;;
21/12/2012;-0.013;0.346;1.375;2.247;0.2661;0.7612;1.7623;2.9312;;;;
27/12/2012;-0.003;0.309;1.314;2.166;0.2622;0.7357;1.7364;2.9095;;;;
28/12/2012;-0.017;0.296;1.308;2.166;0.2465;0.7086;1.7009;2.8672;;;;
31/12/2012;-0.021;0.292;1.314;2.167;0.2468;0.7229;1.7574;2.9499;;;;
01/01/2013;-0.021;0.292;1.314;2.167;0.2468;0.7229;1.7574;2.9499;;;;
02/01/2013;0.029;0.406;1.441;2.295;0.2549;0.7644;1.8371;3.0419;;;;
03/01/2013;0.047;0.454;1.478;2.346;0.2669;0.8205;1.9121;3.1251;;;;
04/01/2013;0.073;0.513;1.535;2.415;0.2635;0.8077;1.8991;3.0972;;;;
07/01/2013;0.068;0.506;1.515;2.379;0.2637;0.8078;1.8974;3.1006;;;;
08/01/2013;0.063;0.487;1.49;2.351;0.252;0.7853;1.8683;3.0679;;;;
09/01/2013;0.055;0.529;1.476;2.347;0.2402;0.766;1.8568;3.0604;;;;
10/01/2013;0.095;0.603;1.56;2.43;0.2483;0.7934;1.8958;3.0796;;;;
11/01/2013;0.132;0.624;1.582;2.446;0.2489;0.7789;1.8677;3.0479;;;;
14/01/2013;0.134;0.614;1.55;2.418;0.245;0.7612;1.8448;3.0313;;;;
15/01/2013;0.135;0.59;1.576;2.379;0.2452;0.7484;1.836;3.0255;;;;
16/01/2013;0.122;0.582;1.565;2.37;0.2413;0.7371;1.8185;3.0131;;;;
17/01/2013;0.194;0.652;1.607;2.392;0.2616;0.7903;1.8794;3.0722;;;;
18/01/2013;0.181;0.61;1.554;2.315;0.2503;0.7597;1.8416;3.0289;;;;
21/01/2013;0.197;0.657;1.593;2.345;0.2503;0.7597;1.8416;3.0289;;;;
22/01/2013;0.168;0.633;1.572;2.348;0.2423;0.7581;1.8417;3.0281;;;;
23/01/2013;0.155;0.595;1.543;2.337;0.2344;0.7451;1.8241;3.0182;;;;
24/01/2013;0.174;0.629;1.571;2.379;0.2386;0.7645;1.8498;3.0431;;;;
25/01/2013;0.254;0.727;1.636;2.409;0.2718;0.8474;1.9487;3.1333;;;;
28/01/2013;0.296;0.801;1.692;2.44;0.274;0.8621;1.9613;3.141;;;;
29/01/2013;0.27;0.779;1.69;2.425;0.2774;0.8769;1.9991;3.1839;;;;
30/01/2013;0.285;0.799;1.71;2.415;0.2657;0.875;1.992;3.1822;;;;
31/01/2013;0.266;0.762;1.679;2.378;0.2618;0.8782;1.9849;3.1719;;;;
01/02/2013;0.245;0.728;1.672;2.392;0.2618;0.8814;2.0149;3.2178;;;;
04/02/2013;0.201;0.667;1.611;2.339;0.25;0.8333;1.9548;3.1599;;;;
05/02/2013;0.232;0.698;1.65;2.38;0.254;0.8622;1.998;3.2083;;;;
06/02/2013;0.211;0.679;1.63;2.378;0.246;0.8333;1.9603;3.1694;;;;
07/02/2013;0.173;0.625;1.604;2.369;0.25;0.8268;1.9568;3.1703;;;;
08/02/2013;0.178;0.629;1.609;2.373;0.25;0.8268;1.9499;3.1635;;;;
11/02/2013;0.181;0.635;1.609;2.384;0.254;0.8492;1.9635;3.1704;;;;
12/02/2013;0.187;0.657;1.629;2.399;0.262;0.8637;1.977;3.1886;;;;
13/02/2013;0.221;0.695;1.671;2.441;0.274;0.9056;2.0277;3.2338;;;;
14/02/2013;0.179;0.648;1.642;2.431;0.262;0.8524;1.9974;3.1765;;;;
15/02/2013;0.184;0.656;1.652;2.432;0.2661;0.8604;2.0017;3.1753;;;;
18/02/2013;0.177;0.636;1.629;2.416;0.2661;0.8604;2.0017;3.1753;;;;
19/02/2013;0.174;0.631;1.621;2.419;0.2701;0.8863;2.0278;3.2098;;;;
20/02/2013;0.196;0.656;1.653;2.455;0.2581;0.8588;2.0087;3.1991;;;;
21/02/2013;0.166;0.582;1.573;2.397;0.25;0.8361;1.9766;3.1671;;;;
22/02/2013;0.125;0.561;1.567;2.399;0.248;0.8264;1.9619;3.1525;;;;
25/02/2013;0.121;0.542;1.555;2.396;0.2378;0.7601;1.8637;3.0617;;;;
26/02/2013;0.068;0.45;1.452;2.316;0.2422;0.7633;1.8808;3.0784;;;;
27/02/2013;0.07;0.451;1.451;2.308;0.2422;0.7835;1.9014;3.0992;;;;
28/02/2013;0.037;0.434;1.453;2.312;0.2343;0.7612;1.8756;3.0856;;;;
01/03/2013;0.027;0.403;1.41;2.267;0.2342;0.7404;1.8412;3.0506;;;;
04/03/2013;0.03;0.414;1.418;2.28;0.2342;0.758;1.8755;3.0864;;;;
05/03/2013;0.054;0.442;1.449;2.315;0.2381;0.7756;1.8978;3.1064;;;;
06/03/2013;0.037;0.439;1.456;2.326;0.246;0.8029;1.9375;3.1517;;;;
07/03/2013;0.083;0.49;1.491;2.346;0.25;0.8544;1.9965;3.2032;;;;
08/03/2013;0.086;0.507;1.524;2.368;0.25;0.8852;2.0427;3.2438;;;;
11/03/2013;0.076;0.493;1.516;2.389;0.254;0.895;2.0576;3.2596;;;;
12/03/2013;0.068;0.458;1.48;2.357;0.254;0.8676;2.0156;3.2131;;;;
13/03/2013;0.057;0.454;1.48;2.362;0.258;0.8758;2.0209;3.2181;;;;
14/03/2013;0.061;0.447;1.472;2.359;0.262;0.8726;2.0296;3.2388;;;;
15/03/2013;0.044;0.428;1.454;2.351;0.25;0.8307;1.9895;3.2115;;;;
18/03/2013;0.019;0.382;1.406;2.305;0.242;0.8048;1.9546;3.1843;;;;
19/03/2013;0.001;0.337;1.346;2.214;0.2379;0.7758;1.9017;3.1281;;;;
20/03/2013;0.02;0.375;1.386;2.265;0.246;0.8098;1.9581;3.1983;;;;
21/03/2013;0.026;0.37;1.365;2.221;0.246;0.7855;1.9112;3.1322;;;;
22/03/2013;0.026;0.383;1.378;2.242;0.25;0.7953;1.925;3.1476;;;;
25/03/2013;0.009;0.339;1.326;2.225;0.2419;0.7856;1.9198;3.1484;;;;
26/03/2013;0.003;0.348;1.344;2.255;0.2459;0.7743;1.9094;3.1427;;;;
27/03/2013;-0.021;0.287;1.269;2.184;0.2422;0.7338;1.8454;3.0879;;;;
28/03/2013;-0.026;0.311;1.288;2.215;0.2422;0.7644;1.8487;3.1023;;;;
29/03/2013;-0.026;0.311;1.288;2.215;0.2421;0.7644;1.8486;3.1023;;;;
01/04/2013;-0.026;0.311;1.288;2.215;0.2382;0.7516;1.8314;3.0743;;;;
02/04/2013;-0.007;0.331;1.306;2.238;0.2382;0.7692;1.859;3.0999;;;;
03/04/2013;-0.003;0.317;1.287;2.24;0.2264;0.7244;1.8106;3.052;;;;
04/04/2013;-0.012;0.278;1.238;2.203;0.2263;0.6957;1.7625;2.9874;;;;
05/04/2013;0.011;0.285;1.211;2.085;0.2282;0.6908;1.7128;2.875;;;;
08/04/2013;0.021;0.312;1.236;2.096;0.2302;0.7052;1.746;2.9147;;;;
09/04/2013;0.03;0.33;1.26;2.122;0.2301;0.6988;1.7502;2.9377;;;;
10/04/2013;0.047;0.365;1.303;2.188;0.2301;0.734;1.8034;3.003;;;;
11/04/2013;0.028;0.352;1.301;2.208;0.2301;0.7259;1.7887;2.9952;;;;
12/04/2013;0.014;0.316;1.26;2.186;0.226;0.6874;1.7208;2.9177;;;;
15/04/2013;0.013;0.304;1.244;2.176;0.218;0.6761;1.6798;2.859;;;;
16/04/2013;0.026;0.341;1.276;2.191;0.2259;0.7018;1.7224;2.9092;;;;
17/04/2013;0.005;0.296;1.228;2.179;0.2259;0.6921;1.695;2.8779;;;;
18/04/2013;0.012;0.3;1.225;2.167;0.2259;0.6953;1.6847;2.8597;;;;
19/04/2013;0.019;0.327;1.25;2.194;0.2298;0.7065;1.7049;2.8847;;;;
22/04/2013;0.01;0.3;1.231;2.165;0.2217;0.6887;1.6929;2.8778;;;;
23/04/2013;0.016;0.332;1.26;2.181;0.2257;0.6984;1.7065;2.903;;;;
24/04/2013;0.011;0.313;1.238;2.153;0.2269;0.6919;1.7047;2.8953;;;;
25/04/2013;0.009;0.322;1.237;2.145;0.2249;0.711;1.708;2.9045;;;;
26/04/2013;-0.002;0.302;1.205;2.112;0.2112;0.6807;1.6633;2.8611;;;;
29/04/2013;-0.001;0.312;1.203;2.102;0.2072;0.6759;1.6701;2.8785;;;;
30/04/2013;0.011;0.332;1.215;2.101;0.2074;0.676;1.6717;2.8762;;;;
01/05/2013;0.011;0.329;1.206;2.089;0.1996;0.6489;1.629;2.8278;;;;
02/05/2013;-0.032;0.281;1.165;2.06;0.1958;0.6473;1.6255;2.8211;;;;
03/05/2013;-0.002;0.325;1.239;2.159;0.2158;0.7241;1.7382;2.9537;;;;
06/05/2013;-0.004;0.323;1.243;2.163;0.212;0.7338;1.7588;2.9762;;;;
07/05/2013;0.027;0.385;1.298;2.211;0.22;0.7467;1.7778;2.995;;;;
08/05/2013;0.01;0.362;1.269;2.182;0.2202;0.742;1.7665;2.9871;;;;
09/05/2013;0.004;0.353;1.269;2.187;0.2203;0.7485;1.8109;2.9926;;;;
10/05/2013;0.049;0.437;1.379;2.29;0.2367;0.8132;1.8973;3.0943;;;;
13/05/2013;0.025;0.408;1.355;2.278;0.2368;0.8214;1.9199;3.1308;;;;
14/05/2013;0.025;0.416;1.373;2.29;0.245;0.8572;1.974;3.1905;;;;
15/05/2013;0.022;0.415;1.382;2.304;0.2371;0.8249;1.9347;3.1559;;;;
16/05/2013;-0.01;0.365;1.33;2.258;0.2293;0.7893;1.8809;3.0976;;;;
17/05/2013;-0.032;0.354;1.325;2.258;0.2418;0.8302;1.9506;3.1669;;;;
20/05/2013;-0.007;0.402;1.376;2.31;0.2379;0.8368;1.9647;3.1762;;;;
21/05/2013;0.005;0.427;1.39;2.323;0.234;0.819;1.9263;3.1309;;;;
22/05/2013;-0.005;0.418;1.426;2.329;0.2463;0.899;2.0395;3.2195;;;;
23/05/2013;0.007;0.447;1.443;2.321;0.2465;0.8909;2.0157;3.1906;;;;
24/05/2013;0.007;0.43;1.43;2.295;0.2472;0.8882;2.0081;3.1721;;;;
27/05/2013;0.027;0.465;1.456;2.337;0.2472;0.8882;2.0081;3.1721;;;;
28/05/2013;0.037;0.493;1.497;2.365;0.2882;1.0166;2.1652;3.3217;;;;
29/05/2013;0.078;0.528;1.532;2.378;0.2931;0.9887;2.1153;3.266;;;;
30/05/2013;0.079;0.517;1.516;2.366;0.2931;1.0064;2.111;3.2712;;;;
31/05/2013;0.067;0.487;1.504;2.362;0.2933;1.0177;2.1282;3.2791;;;;
03/06/2013;0.097;0.517;1.521;2.369;0.2914;1.0274;2.1193;3.2661;;;;
04/06/2013;0.102;0.533;1.542;2.389;0.2974;1.0564;2.1462;3.3114;;;;
05/06/2013;0.1;0.528;1.51;2.364;0.2856;1.0177;2.0892;3.2463;;;;
06/06/2013;0.134;0.547;1.52;2.367;0.2876;1.0097;2.0769;3.2446;;;;
07/06/2013;0.177;0.588;1.545;2.376;0.3017;1.0939;2.1718;3.3343;;;;
10/06/2013;0.198;0.644;1.6;2.419;0.3097;1.1215;2.2097;3.3697;;;;
11/06/2013;0.205;0.65;1.6;2.4;0.3218;1.1102;2.1846;3.3141;;;;
12/06/2013;0.175;0.625;1.584;2.39;0.3259;1.1428;2.228;3.3697;;;;
13/06/2013;0.148;0.587;1.561;2.387;0.282;1.0551;2.1489;3.3168;;;;
14/06/2013;0.125;0.538;1.513;2.354;0.2701;1.0292;2.1295;3.3046;;;;
17/06/2013;0.134;0.545;1.52;2.384;0.262;1.0584;2.1817;3.3512;;;;
18/06/2013;0.174;0.601;1.569;2.418;0.2621;1.0568;2.1854;3.3415;;;;
19/06/2013;0.162;0.594;1.557;2.407;0.3064;1.2483;2.3527;3.4119;;;;
20/06/2013;0.244;0.748;1.664;2.471;0.3267;1.3029;2.4144;3.5129;;;;
21/06/2013;0.262;0.798;1.724;2.496;0.3676;1.4244;2.531;3.5818;;;;
